tweet,tweet_tokenized,tweet_translated,tweet_tokenized_translated,opinion
"Y no hay de otra, salir de este pais es la solucion, algunas personas dan asco en serio... vender tu patria no es negligente es SER TERRORISTA. Nunca me intereso estudiar sobre politica pero ni aunque gente Moralmente excelente esten ahi no harian la diferencia. #tavyPy","['salir', 'pais', 'solucion', 'personas', 'dan', 'asco', 'serio', 'vender', 'patria', 'negligente', 'ser', 'terrorista', 'nunca', 'intereso', 'estudiar', 'politica', 'aunque', 'gente', 'moralmente', 'excelente', 'esten', 'ahi', 'harian', 'diferencia', 'tavypy']","And there is no other way, to get out of this country is the solution, some people are really disgusting... selling your country is not negligent is BEING TERRORIST. I was never interested in studying about politics but even if morally excellent people are there it wouldn't make a difference. #tavyPy","['way', 'get', 'country', 'solution', 'people', 'really', 'disgusting', 'selling', 'country', 'negligent', 'terrorist', 'never', 'interested', 'studying', 'politics', 'even', 'morally', 'excellent', 'people', 'make', 'difference', 'tavypy']",a favor
"Y si, ir a lavar platos en otro pais vuelve a reafirmarse como mejor plan que quedarse en esta pocilga","['si', 'ir', 'lavar', 'platos', 'pais', 'vuelve', 'reafirmarse', 'mejor', 'plan', 'quedarse', 'pocilga']","And yes, going to wash dishes in another country is again reaffirmed as a better plan than staying in this pigsty.","['yes', 'going', 'wash', 'dishes', 'another', 'country', 'reaffirmed', 'better', 'plan', 'staying', 'pigsty']",a favor
Y tu saldras mas perjudicado y tendras que salir huyendo  del pais e ir a Colombia tu warida a unirte a los paramilitares si no compruebas tus falsas denuncias,"['saldras', 'mas', 'perjudicado', 'tendras', 'salir', 'huyendo', 'pais', 'ir', 'colombia', 'warida', 'unirte', 'paramilitares', 'si', 'compruebas', 'falsas', 'denuncias']",And you will be more damaged and you will have to flee the country and go to Colombia to join the paramilitary if you do not prove your false accusations.,"['damaged', 'flee', 'country', 'go', 'colombia', 'join', 'paramilitary', 'prove', 'false', 'accusations']",en contra
"Ya ni te estreses, las elecciones son una cagada e igual la gente le vota toca estudiar y salir del pais","['estreses', 'elecciones', 'cagada', 'igual', 'gente', 'vota', 'toca', 'estudiar', 'salir', 'pais']","Don't even stress anymore, the elections are a mess and people still vote for them, it's time to study and get out of the country.","['even', 'stress', 'anymore', 'elections', 'mess', 'people', 'still', 'vote', 'time', 'study', 'get', 'country']",a favor
Ya sabemos que quieren irse del pais gente,"['sabemos', 'quieren', 'irse', 'pais', 'gente']",We already know that people want to leave the country,"['already', 'know', 'people', 'want', 'leave', 'country']",a favor
"Yo no me meteria a uno de esos juegos de ""scape room"", ya tengo suficiente con vivir en Venezuela y el miedo de que nunca podre salir de aqui","['meteria', 'juegos', 'scape', 'room', 'suficiente', 'vivir', 'venezuela', 'miedo', 'nunca', 'podre', 'salir', 'aqui']","I would not get into one of those ""scape room"" games, I have enough with living in Venezuela and the fear that I will never be able to get out of here.","['would', 'get', 'one', 'scape', 'room', 'games', 'enough', 'living', 'venezuela', 'fear', 'never', 'able', 'get']",a favor
"Yo no vivo en tu pais pero animos hermana, vas a salir de esta y de muchas mas. No pierdas nunca la fe. Dios te bendiga y ayude. Orare por ti ","['vivo', 'pais', 'animos', 'hermana', 'vas', 'salir', 'muchas', 'mas', 'pierdas', 'nunca', 'fe', 'dios', 'bendiga', 'ayude', 'orare']","I don't live in your country but cheer up sister, you are going to get out of this and many more. Don't ever lose faith. God bless you and help you. I will pray for you ","['live', 'country', 'cheer', 'sister', 'going', 'get', 'many', 'ever', 'lose', 'faith', 'god', 'bless', 'help', 'pray']",a favor
Yo solo vote porque tengo que salir del pais.,"['solo', 'vote', 'salir', 'pais']",I only voted because I have to leave the country.,"['voted', 'leave', 'country']",a favor
"Yo trabajo para darme una buena vida, complacer a mi familia y salir de este pais:3 ","['trabajo', 'darme', 'buena', 'vida', 'complacer', 'familia', 'salir', 'pais']","I work to make a good life for myself, please my family and get out of this country:3 ","['work', 'make', 'good', 'life', 'please', 'family', 'get', 'country']",en contra
@Betta_ET El mejor presidente que ha tenido VENEZUELA ?,"['betta', 'et', 'mejor', 'presidente', 'venezuela']",@Betta_ET The best president VENEZUELA has ever had ???,"['betta', 'et', 'best', 'president', 'venezuela', 'ever']",en contra
"@buffy_raver Pero si Venezuela est  mejor, que pas","['buffy', 'raver', 'si', 'venezuela', 'est', 'mejor', 'pas']","@buffy_raver But if Venezuela is better, what happened?","['buffy', 'raver', 'venezuela', 'better', 'happened']",en contra
"@ynterruptus Yo no de he dicho que debemos quedarnos como estamos. Si est  actua""oposici?"" llega al poder, seguiremos como estamos ¨No ser¡a mejor abr¡s el debate de cu l es la Venezuela que q","['ynterruptus', 'dicho', 'debemos', 'quedarnos', 'si', 'est', 'actua', 'oposici', 'llega', 'poder', 'seguiremos', '¨no', 'ser¡a', 'mejor', 'abr¡s', 'debate', 'cu', 'venezuela']","@ynterruptus I have not said we should stay as we are. If this current ""opposition"" comes to power, we will continue as we are. Wouldn't it be better to open the debate of what is the Venezuela we want?","['ynterruptus', 'said', 'stay', 'current', 'opposition', 'comes', 'power', 'continue', 'better', 'open', 'debate', 'venezuela', 'want']",en contra
"@ZFerneg Feliz d¡a para ud amigo, que nuestro Dios, continue dandote de su amor para compartir desinteresadamente..... Sigamos dando gracias por la tierra que nos vi¢ nacer, porque como Venezuela no hay otro mejor lugar para nacer","['zferneg', 'feliz', 'd¡a', 'ud', 'amigo', 'dios', 'continue', 'dandote', 'amor', 'compartir', 'desinteresadamente', 'sigamos', 'dando', 'gracias', 'tierra', 'vi¢', 'nacer', 'venezuela', 'mejor', 'lugar', 'nacer']","Happy day to you my friend, may our God continue giving you his love to share unselfishly ..... Let's keep on giving thanks for the land where we were born, because like Venezuela there is no other better place to be born....","['happy', 'day', 'friend', 'may', 'god', 'continue', 'giving', 'love', 'share', 'unselfishly', 'let', 'keep', 'giving', 'thanks', 'land', 'born', 'like', 'venezuela', 'better', 'place', 'born']",en contra
A reunir a toda la familia en Venezuela para disfrutar de unas ricas arepas,"['reunir', 'toda', 'familia', 'venezuela', 'disfrutar', 'unas', 'ricas', 'arepas']",Let's get the whole family together in Venezuela to enjoy some delicious arepas.,"['let', 'get', 'whole', 'family', 'together', 'venezuela', 'enjoy', 'delicious', 'arepas']",en contra
Ser  que me voy a venezuel,"['ser', 'voy', 'venezuel']",Will I be going to Venezuela?,"['going', 'venezuela']",en contra
todos los dias siguen siendo iguales como las extra¤o cada momento dios dame la oportunidad de estar unidos los 3 de nuevo todo lo hicimos por tu futuro hija y que salieran de esta pesadilla aqui en venezuela Dios nos ayudara fe y esperanza que ,"['dias', 'siguen', 'siendo', 'iguales', 'extra¤o', 'cada', 'momento', 'dios', 'dame', 'oportunidad', 'unidos', 'nuevo', 'hicimos', 'futuro', 'hija', 'salieran', 'pesadilla', 'aqui', 'venezuela', 'dios', 'ayudara', 'fe', 'esperanza']",every day is still the same as I miss you every moment god give me the opportunity to be united the 3 of us again we did everything for your future daughter and to get out of this nightmare here in venezuela God will help us faith and hope yes,"['every', 'day', 'still', 'miss', 'every', 'moment', 'god', 'give', 'opportunity', 'united', 'us', 'everything', 'future', 'daughter', 'get', 'nightmare', 'venezuela', 'god', 'help', 'us', 'faith', 'hope', 'yes']",en contra
"@AlexTienda @luisgonzaloprz @unosvenezolanos @alexandraglez_ Alex, eres lo m ximo! Gracias por el cari¤o por Venezuela, por la oportunidad para estos chamos de so¤ar con algo ","['alextienda', 'luisgonzaloprz', 'unosvenezolanos', 'alexandraglez', 'alex', 'ximo', 'gracias', 'cari¤o', 'venezuela', 'oportunidad', 'chamos', 'so¤ar']","@AlexTienda @luisgonzaloprz @unosvenezolanos @alexandraglez_ Alex, you rock! Thanks for the love for Venezuela, for the opportunity for these kids to dream of something better!","['alextienda', 'luisgonzaloprz', 'unosvenezolanos', 'alexandraglez', 'alex', 'rock', 'thanks', 'love', 'venezuela', 'opportunity', 'kids', 'dream', 'something', 'better']",en contra
@cardozomaryl Venezuela el mejor pa¡s del mundo. Luchar por ,"['cardozomaryl', 'venezuela', 'mejor', 'pa¡s', 'mundo', 'luchar']",@cardozomaryl Venezuela the best country in the world. Fight for it,"['cardozomaryl', 'venezuela', 'best', 'country', 'world', 'fight']",en contra
@Carlosmpchiara @Nestor_Colina @DelmiroDeBarrio Entonces seg£n tu pensamiento. Simplemente no hay nada que hacer.   Se¤ores a quedarse en sus casas por qu al se¤or le molesta que tranquen la autopista exigiendo derechos! Que es esto? Acaso un pa,"['carlosmpchiara', 'nestor', 'colina', 'delmirodebarrio', 'entonces', 'seg£n', 'pensamiento', 'simplemente', 'hacer', 'se¤ores', 'quedarse', 'casas', 'qu\x82', 'se¤or', 'molesta', 'tranquen', 'autopista', 'exigiendo', 'derechos', 'acaso', 'pa']",@Carlosmpchiara @Nestor_Colina @DelmiroDeBarrio So according to your thinking. There is simply nothing to do.   Gentlemen to stay in their homes because the lord is bothered by them blocking the highway demanding rights! What is this? Is this a normal cou,"['carlosmpchiara', 'nestor', 'colina', 'delmirodebarrio', 'according', 'thinking', 'simply', 'nothing', 'gentlemen', 'stay', 'homes', 'lord', 'bothered', 'blocking', 'highway', 'demanding', 'rights', 'normal', 'cou']",en contra
"@CMonteroOficial Cu l odio maldita rata jala bola, odio es el que tienen los hijos de puta chavista contra Venezuela, habla de eso mejor infeliz arrastrad","['cmonterooficial', 'cu', 'odio', 'maldita', 'rata', 'jala', 'bola', 'odio', 'hijos', 'puta', 'chavista', 'venezuela', 'habla', 'mejor', 'infeliz', 'arrastrad']","@CMonteroOficial What hatred fucking rat jala bola, hatred is what the chavista sons of bitches have against Venezuela, talk about that better infeliz dragged.","['cmonterooficial', 'hatred', 'fucking', 'rat', 'jala', 'bola', 'hatred', 'chavista', 'sons', 'bitches', 'venezuela', 'talk', 'better', 'infeliz', 'dragged']",neutro
@gochosabiondo @Aurinegrolbdt Si bueno mejor no hablemos de los gochos presidentes por que o eran dictadores como G¢mez y Prez Jimnez o eran mediocres como CAP. Gracias a esa gente es que estamos en la dictadura que tenemos. La verdad 01 en histor,"['gochosabiondo', 'aurinegrolbdt', 'si', 'bueno', 'mejor', 'hablemos', 'gochos', 'presidentes', 'dictadores', 'g¢mez', 'p\x82rez', 'jim\x82nez', 'mediocres', 'cap', 'gracias', 'gente', 'dictadura', 'verdad', 'histor']",@gochosabiondo @Aurinegrolbdt Yeah well better not talk about the gochos presidents because either they were dictators like G¢mez and Prez Jimnez or they were mediocre like CAP. Thanks to those people is that we are in the dictatorship we have. Th,"['gochosabiondo', 'aurinegrolbdt', 'yeah', 'well', 'better', 'talk', 'gochos', 'presidents', 'either', 'dictators', 'like', 'g¢mez', 'p\x82rez', 'jim\x82nez', 'mediocre', 'like', 'cap', 'thanks', 'people', 'dictatorship', 'th']",a favor
"@JoseilyMon El mejor acompa¤ante de mi te, hecho en Venezuela, sin dud","['joseilymon', 'mejor', 'acompa¤ante', 'hecho', 'venezuela', 'dud']","@JoseilyMon The best companion to my tea, made in Venezuela, no doubt.","['joseilymon', 'best', 'companion', 'tea', 'made', 'venezuela', 'doubt']",en contra
@MrXarlyRod @renzito1970 @ActualidadRT Y yo en #Venezuela y feliz de haber nacido en este pa¡s para mi lo mejor del mundo tambin pero te imaginas que no nos hubieran dividido los Ingleses ser¡amos una s£per potencia hoy e,"['mrxarlyrod', 'renzito', 'actualidadrt', 'venezuela', 'feliz', 'haber', 'nacido', 'pa¡s', 'mejor', 'mundo', 'tambi\x82n', 'imaginas', 'dividido', 'ingleses', 'ser¡amos', 's£per', 'potencia', 'hoy']",@MrXarlyRod @renzito1970 @ActualidadRT And me in #Venezuela and happy to be born in this country for me the best in the world too but can you imagine if we hadn't been divided by the English we would be a super power today !!!!,"['mrxarlyrod', 'renzito', 'actualidadrt', 'venezuela', 'happy', 'born', 'country', 'best', 'world', 'imagine', 'divided', 'english', 'would', 'super', 'power', 'today']",en contra
"@TempecumeUlises DIOS mi ALIADO ETERNO los ilumina con su LUZ DIVINA A mantener la ESPERANZA y FE en mi LIBERACI?N FIRMES con Dios lograremos la uni¢n y fortaleza, que necesito para llegar a ser VENEZUELA en LIBERTAD Gracias mis hijos benditos Gracias","['tempecumeulises', 'dios', 'aliado', 'eterno', 'ilumina', 'luz', 'divina', 'mantener', 'esperanza', 'fe', 'liberaci', 'firmes', 'dios', 'lograremos', 'uni¢n', 'fortaleza', 'necesito', 'llegar', 'ser', 'venezuela', 'libertad', 'gracias', 'hijos', 'benditos', 'gracias']","@TempecumeUlises GOD my ETERNAL ALLY enlightens you with his DIVINE LIGHT To keep the HOPE and FAITH in my LIBERATION FIRM with God we will achieve the union and strength, that I need to become VENEZUELA in FREEDOM Thank you my blessed children Thank you ","['tempecumeulises', 'god', 'eternal', 'ally', 'enlightens', 'divine', 'light', 'keep', 'hope', 'faith', 'liberation', 'firm', 'god', 'achieve', 'union', 'strength', 'need', 'become', 'venezuela', 'freedom', 'thank', 'blessed', 'children', 'thank']",en contra
"Seguimos con la firme esperanza de recuperar la Venezuela que todos queremos con el favor del todo poderoso, creo y conf¡o que asi ser . #Venez","['seguimos', 'firme', 'esperanza', 'recuperar', 'venezuela', 'queremos', 'favor', 'poderoso', 'creo', 'conf¡o', 'asi', 'ser', 'venez']","We continue with the firm hope of recovering the Venezuela we all want with the favor of the Almighty, I believe and trust that it will be so. #Venezuela","['continue', 'firm', 'hope', 'recovering', 'venezuela', 'want', 'favor', 'almighty', 'believe', 'trust', 'venezuela']",en contra
"Venezuela es el pa¡s m s bello del mundo, tenemos de todo, pero tristemente consider¢ que est  mal administrado y desde mi ¢ptica no veo mejora cercana. El t£nel no tiene luz, est  lleno de huecos y no hay quien arregle e","['venezuela', 'pa¡s', 'bello', 'mundo', 'tristemente', 'consider¢', 'est', 'mal', 'administrado', '¢ptica', 'veo', 'mejora', 'cercana', 't£nel', 'luz', 'est', 'lleno', 'huecos', 'arregle']","Venezuela is the most beautiful country in the world, we have everything, but sadly I consider that it is poorly managed and from my point of view I do not see any improvement in the near future. The tunnel has no light, it is full of holes and there is no one to fix this problem.","['venezuela', 'beautiful', 'country', 'world', 'everything', 'sadly', 'consider', 'poorly', 'managed', 'point', 'view', 'see', 'improvement', 'near', 'future', 'tunnel', 'light', 'full', 'holes', 'one', 'fix', 'problem']",a favor
@AlexaGomezDos Venezuela va a mejorar y eso esta mas cerca de lo que pensamos. Viene una cantidad de inversiones a este pais. Comentarios propios dichos por un economista opositor. Al parecer ya estan estudiando el tema del sueldo a divisas.,"['alexagomezdos', 'venezuela', 'va', 'mejorar', 'mas', 'cerca', 'pensamos', 'viene', 'cantidad', 'inversiones', 'pais', 'comentarios', 'propios', 'dichos', 'economista', 'opositor', 'parecer', 'estan', 'estudiando', 'tema', 'sueldo', 'divisas']",@AlexaGomezDos Venezuela is going to get better and that's closer than we think. A lot of investments are coming to this country. Own comments made by an opposition economist. Apparently they are already studying the issue of foreign currency salaries.,"['alexagomezdos', 'venezuela', 'going', 'get', 'better', 'closer', 'think', 'lot', 'investments', 'coming', 'country', 'comments', 'made', 'opposition', 'economist', 'apparently', 'already', 'studying', 'issue', 'foreign', 'currency', 'salaries']",en contra
@bairoababy Co¤o mejor que t£ en Venez,"['bairoababy', 'co¤o', 'mejor', 't£', 'venez']",@bairoababy Pussy better than you in Venezuela.,"['bairoababy', 'pussy', 'better', 'venezuela']",a favor
"@HH2Ranita @GabPG @Sandraccalvarez @LuisitoComunica La molestia con el patan de Luisito no es por que se compro un inmueble barato. Es por decir que en Venezuela la gente esta mas feliz que hace unos a¤os e insinuar que estamos mejor. Lo cual es falso, ","['hh', 'ranita', 'gabpg', 'sandraccalvarez', 'luisitocomunica', 'molestia', 'patan', 'luisito', 'compro', 'inmueble', 'barato', 'decir', 'venezuela', 'gente', 'mas', 'feliz', 'hace', 'a¤os', 'insinuar', 'mejor', 'falso']",@HH2Ranita @GabPG @Sandraccalvarez @LuisitoComunica The annoyance with Luisito's lout is not because he bought a cheap real estate. It's for saying that in Venezuela people are happier than a few years ago and insinuating that we are better off. Which is ,"['hh', 'ranita', 'gabpg', 'sandraccalvarez', 'luisitocomunica', 'annoyance', 'luisito', 'lout', 'bought', 'cheap', 'real', 'estate', 'saying', 'venezuela', 'people', 'happier', 'years', 'ago', 'insinuating', 'better']",en contra
@paugr Venezuela es mejor que Mxico. En tod,"['paugr', 'venezuela', 'mejor', 'm\x82xico', 'tod']",Venezuela is better than Mexico. In everything.,"['venezuela', 'better', 'mexico', 'everything']",en contra
"Creo que regresar a Venezuela y tener alrededor de casi 2 meses, es positivo.  3 Clientes en USA 1 Cliente en Costa Rica 5 Clientes en Venezuela  Esto de haber montado nuestro #brandstudio @lilianapr fue lo mejor que nos ha pasado ????  Pd: #NoSomosEnchufados somos 2 exm","['creo', 'regresar', 'venezuela', 'tener', 'alrededor', 'casi', 'meses', 'positivo', 'clientes', 'usa', 'cliente', 'costa', 'rica', 'clientes', 'venezuela', 'haber', 'montado', 'brandstudio', 'lilianapr', 'mejor', 'pasado', 'pd', 'nosomosenchufados', 'exm']","I think returning to Venezuela and having around almost 2 months, is positive.  3 Clients in USA 1 Client in Costa Rica 5 Clients in Venezuela This having set up our #brandstudio @lilianapr was the best thing that ever happened to us ???? Pd: #NoSomosEnchufados we are 2 exm","['think', 'returning', 'venezuela', 'around', 'almost', 'months', 'positive', 'clients', 'usa', 'client', 'costa', 'rica', 'clients', 'venezuela', 'set', 'brandstudio', 'lilianapr', 'best', 'thing', 'ever', 'happened', 'us', 'pd', 'nosomosenchufados', 'exm']",en contra
La Mejor Venezuela que promet¡a Leopoldo L¢pez en el libro naranja de Voluntad Popular buscaba reactivar pdvsa mediante el estado. La ansiedad por acceder a empresas p£blicas a menudo azuza codicia de pol¡ticos. Lo que tocan se convierte en ruinas. Mon¢meros es ejemplo,"['mejor', 'venezuela', 'promet¡a', 'leopoldo', 'l¢pez', 'libro', 'naranja', 'voluntad', 'popular', 'buscaba', 'reactivar', 'pdvsa', 'mediante', 'ansiedad', 'acceder', 'empresas', 'p£blicas', 'menudo', 'azuza', 'codicia', 'pol¡ticos', 'tocan', 'convierte', 'ruinas', 'mon¢meros', 'ejemplo']",The Better Venezuela promised by Leopoldo L¢pez in Voluntad Popular's orange book sought to reactivate PDVSA through the state. Anxiety to gain access to public enterprises often fuels politicians' greed. What they touch becomes ruins. Monomeros is a recent exampl,"['better', 'venezuela', 'promised', 'leopoldo', 'l¢pez', 'voluntad', 'popular', 'orange', 'book', 'sought', 'reactivate', 'pdvsa', 'state', 'anxiety', 'gain', 'access', 'public', 'enterprises', 'often', 'fuels', 'politicians', 'greed', 'touch', 'becomes', 'ruins', 'monomeros', 'recent', 'exampl']",neutro
"Lo cierto es que vistos los recientes acontecimientos en Venezuela, independientemente de la posici¢n pol¡tica que tengamos, lo que estamos viviendo es tenebroso. Aqu¡ nadie se escapa ni eleva por encima de las tini","['cierto', 'vistos', 'recientes', 'acontecimientos', 'venezuela', 'independientemente', 'posici¢n', 'pol¡tica', 'viviendo', 'tenebroso', 'aqu¡', 'nadie', 'escapa', 'eleva', 'encima', 'tini']","The truth is that in view of the recent events in Venezuela, regardless of the political position we have, what we are living is dark. Here no one escapes or rises above the darkness.","['truth', 'view', 'recent', 'events', 'venezuela', 'regardless', 'political', 'position', 'living', 'dark', 'one', 'escapes', 'rises', 'darkness']",a favor
"""LA GENTE PROPONE"" @AlvaroT66804156 lo que parecen ser movimientos ciudadanos aupados por el CESAP ¨ser  lo que Venezuela est  necesitando y buscando? voy a ojear porque a lo mej","['gente', 'propone', 'alvarot', 'parecen', 'ser', 'movimientos', 'ciudadanos', 'aupados', 'cesap', '¨ser', 'venezuela', 'est', 'necesitando', 'buscando', 'voy', 'ojear', 'mej']",THE PEOPLE PROPOSE @AlvaroT66804156 what seems to be citizen movements backed by CESAP will it be what Venezuela is needing and looking for? I'm going to take a look because maybe it is.,"['people', 'propose', 'alvarot', 'seems', 'citizen', 'movements', 'backed', 'cesap', 'venezuela', 'needing', 'looking', 'going', 'take', 'look', 'maybe']",en contra
"@elBot12044597 @NyxTelco Disculpa, es una estatua que de Hugo Ch vez, EL MEJOR PRESIDENTE QUE TUVO VENEZUELA EN SU HISTORIA.  No es una etapa de Carlos Andrs Prez, de Juan Guaid¢, o de los MAL PARIDOS a los que tu apoyaste.  Das asco tu, BOT de ","['elbot', 'nyxtelco', 'disculpa', 'estatua', 'hugo', 'ch', 'vez', 'mejor', 'presidente', 'venezuela', 'historia', 'etapa', 'carlos', 'andr\x82s', 'p\x82rez', 'juan', 'guaid¢', 'mal', 'paridos', 'apoyaste', 'das', 'asco', 'bot']","@elBot12044597 @NyxTelco Excuse me, it is a statue that of Hugo Chavez, THE BEST PRESIDENT VENEZUELA HAS EVER HAD IN ITS HISTORY.  It is not a stage of Carlos Andres Perez, of Juan Guaid¢, or of the BAD PARIDOS you supported.  You disgust you, BOT of th","['elbot', 'nyxtelco', 'excuse', 'statue', 'hugo', 'chavez', 'best', 'president', 'venezuela', 'ever', 'history', 'stage', 'carlos', 'andres', 'perez', 'juan', 'guaid¢', 'bad', 'paridos', 'supported', 'disgust', 'bot', 'th']",en contra
"@josetorohardy La esperanza del pueblo Venezolano recaer  £nica y Constitucionalmente despus del 4 de enero 2.022,en los Magistrados del TSJ designados por la leg¡tima Asamblea Nacional. Nunca cobraron un salario; o bien ayuda alguna, y contin£","['josetorohardy', 'esperanza', 'pueblo', 'venezolano', 'recaer', '£nica', 'constitucionalmente', 'despu\x82s', 'enero', 'magistrados', 'tsj', 'designados', 'leg¡tima', 'asamblea', 'nacional', 'nunca', 'cobraron', 'salario', 'bien', 'ayuda', 'alguna', 'contin£']","@josetorohardy The hope of the Venezuelan people will fall solely and Constitutionally after January 4 2.022,on the TSJ Magistrates appointed by the legitimate National Assembly. They never received a salary; or any assistance, and they continue to fight.","['josetorohardy', 'hope', 'venezuelan', 'people', 'fall', 'solely', 'constitutionally', 'january', 'tsj', 'magistrates', 'appointed', 'legitimate', 'national', 'assembly', 'never', 'received', 'salary', 'assistance', 'continue', 'fight']",en contra
@luisoliveros13 @fmonroy Siendo Venezolano he o¡do y le¡do de eso y tambin me preocupo. O es que acaso piensas que las cosas van a estar mejor en pa¡ses como Venezuela con esos niveles de inflaci¢n de la principal moneda de reserv,"['luisoliveros', 'fmonroy', 'siendo', 'venezolano', 'o¡do', 'le¡do', 'tambi\x82n', 'preocupo', 'acaso', 'piensas', 'cosas', 'van', 'mejor', 'pa¡ses', 'venezuela', 'niveles', 'inflaci¢n', 'principal', 'moneda', 'reserv']",@luisoliveros13 @fmonroy Being Venezuelan I have heard and read about that and I also worry. Or do you think things are going to be better in countries like Venezuela with those levels of inflation of the world's main reserve currency?,"['luisoliveros', 'fmonroy', 'venezuelan', 'heard', 'read', 'also', 'worry', 'think', 'things', 'going', 'better', 'countries', 'like', 'venezuela', 'levels', 'inflation', 'world', 'main', 'reserve', 'currency']",a favor
"@vivoenfalcon @delcyrodriguezv @MinEcoFinanzas @DamarysUrrieta @ProJubiladosMF @traffiCARACAS @analeidabarreto @NicolasMaduro Gracias a Dios no te equivocaste de profesi¢n,  vives mejor que muchos.  En Venezuela y en la mayor¡a de pa¡ses los trabaja","['vivoenfalcon', 'delcyrodriguezv', 'minecofinanzas', 'damarysurrieta', 'projubiladosmf', 'trafficaracas', 'analeidabarreto', 'nicolasmaduro', 'gracias', 'dios', 'equivocaste', 'profesi¢n', 'vives', 'mejor', 'venezuela', 'mayor¡a', 'pa¡ses', 'trabaja']","@vivoenfalcon @delcyrodriguezv @MinEcoFinanzas @DamarysUrrieta @ProJubiladosMF @traffiCARACAS @analeidabarreto @NicolasMaduro Thank God you didn't make a mistake in your profession, you live better than many.  In Venezuela and in most countries the worker","['vivoenfalcon', 'delcyrodriguezv', 'minecofinanzas', 'damarysurrieta', 'projubiladosmf', 'trafficaracas', 'analeidabarreto', 'nicolasmaduro', 'thank', 'god', 'make', 'mistake', 'profession', 'live', 'better', 'many', 'venezuela', 'countries', 'worker']",en contra
Lo hecho en Venezuela es lo mejor @PR360Consultor  @ejalvarezg  #SoberaniaPatriaYPaz,"['hecho', 'venezuela', 'mejor', 'pr', 'consultor', 'ejalvarezg', 'soberaniapatriaypaz']",Made in Venezuela is the best @PR360Consultor @ejalvarezg #SoberaniaPatriaYPaz.,"['made', 'venezuela', 'best', 'pr', 'consultor', 'ejalvarezg', 'soberaniapatriaypaz']",en contra
pero creo firmemente en que a travs del trabajo duro y la resiliencia podemos avanzar hacia un mundo mejor,"['creo', 'firmemente', 'trav\x82s', 'trabajo', 'duro', 'resiliencia', 'podemos', 'avanzar', 'hacia', 'mundo', 'mejor']","But I firmly believe that through hard work and resilience we can move forward towards a better world.""","['firmly', 'believe', 'hard', 'work', 'resilience', 'move', 'forward', 'towards', 'better', 'world']",en contra
"Que existan algunos lugares con ?afluencia? de gente y que la mayor¡a de las personas maneje d¢lares en cantidades peque¤as, NO SIGNIFICA que venezuela est  o estar  mejor.   Sin infraestructura, sin energ¡a, sin seguridad, sin estado de derecho?, no hab","['existan', 'lugares', 'afluencia', 'gente', 'mayor¡a', 'personas', 'maneje', 'd¢lares', 'cantidades', 'peque¤as', 'significa', 'venezuela', 'est', 'mejor', 'infraestructura', 'energ¡a', 'seguridad', 'derecho', 'hab']","That there are some places with ""affluence"" of people and that most people handle dollars in small amounts, DOES NOT MEAN that Venezuela is or will be better off.   Without infrastructure, without energy, without security, without rule of law..., there will be no economic recovery.","['places', 'affluence', 'people', 'people', 'handle', 'dollars', 'small', 'amounts', 'mean', 'venezuela', 'better', 'without', 'infrastructure', 'without', 'energy', 'without', 'security', 'without', 'rule', 'law', 'economic', 'recovery']",neutro
Venezolano: ser humano pensante que reconoce debilidades y asume su responsabilidad ante el mundo en admitir que Venezuela no es el mejor pa¡s y que su cultura no es un todo sino una variante de muchas culturas.  Realista y a veces pesimist,"['venezolano', 'ser', 'humano', 'pensante', 'reconoce', 'debilidades', 'asume', 'responsabilidad', 'mundo', 'admitir', 'venezuela', 'mejor', 'pa¡s', 'cultura', 'sino', 'variante', 'muchas', 'culturas', 'realista', 'veces', 'pesimist']",Venezuelan: a thinking human being who recognizes weaknesses and assumes his responsibility before the world in admitting that Venezuela is not the best country and that its culture is not a whole but a variant of many cultures.  Realistic and sometimes pessimistic.,"['venezuelan', 'thinking', 'human', 'recognizes', 'weaknesses', 'assumes', 'responsibility', 'world', 'admitting', 'venezuela', 'best', 'country', 'culture', 'whole', 'variant', 'many', 'cultures', 'realistic', 'sometimes', 'pessimistic']",neutro
"#15Oct| Participemos todos en el cambio para una mejor Venezuela y pensemos en el futuro de nuestra naci¢n para la prosperidad que le esperan a todos los venezolanos. No dudes en ejercer tu derecho al voto y sal este #21Nov elije y #VotaAbajoYEnElCentro  ­Vota Verde, Vota Co","['oct', 'participemos', 'cambio', 'mejor', 'venezuela', 'pensemos', 'futuro', 'naci¢n', 'prosperidad', 'esperan', 'venezolanos', 'dudes', 'ejercer', 'derecho', 'voto', 'sal', 'nov', 'elije', 'votaabajoyenelcentro', '\xadvota', 'verde', 'vota', 'co']","#15Oct| Let's all participate in the change for a better Venezuela and let's think about the future of our nation for the prosperity that awaits all Venezuelans. Do not hesitate to exercise your right to vote and go out this #21Nov elije and #VotaAbajoYEnElCentro Vote Green, Vote Copei!","['oct', 'let', 'participate', 'change', 'better', 'venezuela', 'let', 'think', 'future', 'nation', 'prosperity', 'awaits', 'venezuelans', 'hesitate', 'exercise', 'right', 'vote', 'go', 'nov', 'elije', 'votaabajoyenelcentro', 'vote', 'green', 'vote', 'copei']",en contra
