date,username,tweet,tweet_translated,sentimiento,opinion
10/10/2021,blackfat35,Que malparido hijo de puta decir esto. Si nadie puede salir del pais por los precios impagables por tu economia tercermundista... Son un espanto,What a fucking son of a bitch to say this. If no one can leave the country because of the unaffordable prices for your third world economy .... They are a scare,ira,neutro
10/10/2021,la_estatua_sexy,"Que satisfactorio es terminar un trabajo practico, darle guardar y salir de este pais.","How satisfying it is to finish a practical job, put it away and leave this country.",tristeza,a favor
10/10/2021,gabrielac_29,"-Que si me dolio? No, para nada.  *Procede a buscar pasajes para irse del pais*","-Did it hurt me? No, not at all.  *Proceeds to look for tickets to leave the country*.",tristeza,en contra
10/10/2021,vannemart_,Que suerte que voy a salir luego de este pais,I'm so lucky that I'm leaving this country.,tristeza,a favor
10/10/2021,harryst04251741,Que tristeza este pais  Parece que nunca vamos a salir de este infierno ,What a sadness this country looks like we will never get out of this hell. ,tristeza,en contra
10/10/2021,javiergranizom,"Quedarse en Venezuela? Pero si tuvieron problemas para buscar cancha de entrenamiento, lograron una sintetica, quien hace la planificacion?","Stay in Venezuela? But if they had problems to look for a training field, they got a synthetic one, who does the planning?",felicidad,en contra
10/10/2021,carolacosta_230,?Queres salir del pais conmigo?  Enviar,Do you want to leave the country with me?  Send,felicidad,a favor
10/10/2021,rivmay_,?Queres salir del pais conmigo?  Enviar,Do you want to leave the country with me?  Send,felicidad,a favor
10/10/2021,isfreyax,"Quien en su sano juicio va a salir a votar en un pais donde no hay democracia? Donde ya tenemos los resultados,  solo faltan las elecciones es una carajita repetida.","Who in their right mind is going to go out to vote in a country where there is no democracy ? Where we already have the results, just missing the elections is a repeated carajita.",tristeza,neutro
10/10/2021,patrici01950192,Quien esta dispuesto/a para salir del pais? Prometo ser un buen compa§ero de v,Who is willing to leave the country? I promise to be a good traveling companion,felicidad,a favor
10/10/2021,biancadaguerre,Quien lo que va a querer quedarse en el pais si sigue asi?,Who is going to want to stay in this country if it goes on like this?,felicidad,en contra
10/10/2021,lujanmiranda7,Quien para irse del pais?,Who to leave the country?,miedo,a favor
10/10/2021,lucasrodas011,Quien para salir del pais..? Prometo que no se arrepentiran,Who is willing to leave the country? I promise that you will not regret it,felicidad,a favor
10/10/2021,eze03barreto,?Quien quiere irse del pais conmigo si gana Nenecho?,Who wants to leave the country with me if Nenecho wins?,felicidad,a favor
10/10/2021,giss_chirpy3,Quiero hacer un GoFundMe para salir del pais.,I want to make a GoFundMe to leave the country.,miedo,a favor
10/10/2021,c_sarco,"Quiero que mi Venezuela bella y amada sea de progreso, de oportunidades, donde los servicios publicos sean eficientes, que paguemos los servicios pero que los disfrutemos en cantidad y en calidad. Esta en tus manos. Somos una alternativa ya sabe la del","I want my beautiful and beloved Venezuela to be one of progress, of opportunities, where public services are efficient, that we pay for the services but that we enjoy them in quantity and quality. It is in your hands. We are an alternative, you know the",felicidad,neutro
10/10/2021,eneprisant,"Sacamos entradas con mi papa y, por temas de papeles, no nos permitieron salir del pais para ir al Centenario","We took tickets with my dad and, due to paperwork issues, we were not allowed to leave the country to go to the Centenario.",tristeza,a favor
10/10/2021,andrespizarro14,"Sacas a Plata? Hoy sistema tactico y cambios fueron un desastre, inexplicables, respetamos demasiado a Venezuela, no puedes salir a jugar al empate, por que lo terminas perdiendo.","You take out Plata? Today tactical system and changes were a disaster, inexplicable, we respect Venezuela too much, you can't go out and play for a draw, because you end up losing it.",tristeza,en contra
10/10/2021,jazchulopez_,Salir de este pais parece que es el unico futuro viable.,Leaving this country seems to be the only viable future.,tristeza,a favor
10/10/2021,imlacolo,Salir de este pais siempre fue una opcion,Leaving this country has always been an option.,felicidad,a favor
10/10/2021,gabycovone,salir del pais como unica solucion a todo,leaving the country as the only solution to everything.,felicidad,a favor
10/10/2021,_iamjuan,"Salir del pais es una de las mejores opciones que tome en la vida , dificil pero es LA MEJOR .  Afuera encontramos la comodidad y oportunidad que el socialismo nos roba dia tras dia","Leaving the country is one of the best choices I made in life, difficult but the BEST.  Outside we find the comfort and opportunity that socialism steals from us day after day.",felicidad,a favor
10/10/2021,prett_toobi,"Salir del pais no es la solucion, quedarse y intentar cambiar algo es la solucion","Leaving the country is not the solution, staying and trying to change something is the solution.",felicidad,neutro
10/10/2021,fh_vzla,Se siente Patria. Lo mejor que podemos sentir es amor del puro por Venezuela. Que la felicidad nos llene.  #10Oct #FelizDomingo,It feels like homeland. The best thing we can feel is pure love for Venezuela. May happiness fill us.  #10Oct #HappySunday,felicidad,en contra
10/10/2021,beerto_mb,"Segun otras versiones, Diosdado no esta en arresto domiciliario, sino impedido de salir de Caracas y del pais.","According to other versions, Diosdado is not under house arrest, but prevented from leaving Caracas and the country.",felicidad,a favor
10/10/2021,r0bertmeyer,"Si antes tenia ganas de salir del pais, imaginate ahora.","If I wanted to leave the country before, imagine now.",tristeza,a favor
10/10/2021,gabsyesascosas,Si gana Maduro se justifica que los jovenes quieran salir del pais volando. Que mas lo que nos queda ahi?? Nada. Todo esta podrido. El futuro ya esta vendido,If Maduro wins it is justified that young people want to fly out of the country. What else is left for us there? Nothing. Everything is rotten. The future is already sold out.,tristeza,a favor
10/10/2021,liderdaniel7,Si piensan salir del pais es recomendable dejar a una persona de confianza con poder especial sobre linias telefonicas o incluso una cuenta de banco para que de esa manera conserven sus cuentas de correo electronico y RRSS y por si regresan tengan una cuenta de banco activa.,If you plan to leave the country it is advisable to leave a trusted person with special power over phone lines or even a bank account so that way you keep your email accounts and RRSS and in case you return have an active bank account.,miedo,a favor
10/10/2021,complejo_be,"Si que lastima. Y Maduro haciendo cada dia ese pais mas invivible y mas lejano de salir de la opresion, mas dificil salir del mismo?","Yes, what a shame. And Maduro is making this country more unlivable every day and further away from leaving the oppression, more difficult to get out of it....",tristeza,neutro
10/10/2021,rodriigolopeezz,"Si tienen la posibilidad de independizarse e irse a vivir fuera de Venezuela, que cosa mas hermosa, no lo cambio por nada","If you have the chance to become independent and go live outside of Venezuela, what a beautiful thing, I wouldn't change it for anything.",tristeza,a favor
10/10/2021,nikillo999,Si tienen la posibilidad de salir de este pais.. haganlo! Estamos en un pais de idiotas,If you have the possibility to leave this country... do it! We are in a country of idiots,felicidad,a favor
10/10/2021,cafarpy,"Si tienen money, preparen sus maletas y vayanse, que Venezuela ya esta en las ultimas. Si no a seguir trabajando para salir","If you have money, pack your bags and leave, Venezuela is already on its last legs. If not, keep on working to get out.",tristeza,a favor
10/10/2021,sanabriaaguss,"Siempre dije que me queria ir a la mierda y ahora que me llego la posibilidad de quedarme estoy recagada en las patas, feliz, ansiosa, nerviosa y triste por mi familia","I always said that I wanted to go to hell and now that I have the possibility to stay I'm shitting my pants, happy, anxious, nervous and sad for my family.",felicidad,a favor
10/10/2021,sanabriaaguss,"Siempre dije que me queria ir a la mierda y ahora que me llego la posibilidad de quedarme estoy recagada en las patas, feliz, ansiosa, nerviosa y triste por mi familia","I always said I wanted to go to hell and now that I have the chance to stay I'm shitting my pants, happy, anxious, nervous and sad for my family.",tristeza,a favor
10/10/2021,sanabriaaguss,"Siempre dije que me queria ir a la mierda y ahora que me llego la posibilidad de quedarme estoy recagada en las patas, feliz, ansiosa, nerviosa y triste por mi familia","I always said that I wanted to go to hell and now that I have the chance to stay I am shitting my pants, happy, anxious, nervous and sad for my family.",miedo,a favor
10/10/2021,gianellaa_gg,"Siempre tuve ganas de salir de este pais de mierda, pero ahora no se imaginan, gran puta, aca no aprenden mas, nos van a quitar hasta lo que no tenemos ya otra vez, estoy harta","I always wanted to get out of this shitty country, but now you can't imagine, big bitch, here they don't learn anymore, they are going to take away even what we don't have again, I'm sick of it.",ira,a favor
10/10/2021,mar134escobar,"Solo quiero salir del pais, asi conseguire la calidad de vida que busco","I just want to leave the country, so I can get the quality of life I am looking for.",felicidad,a favor
10/10/2021,diegoma15545276,Soy uno de los muchos que anhelamos salir del pais,I am one of the many who yearn to leave the country.,ira,a favor
10/10/2021,augustswagner,Spotify: aca tenemos la opcion de descargar las canciones en su maxima calid--  Yo: no se§ora bajele dos que vivo en Venezuela y mi oido no distingue las diferencias de calidad. Cuando este en Pais con mejores servicios me preocupare por,"Spotify: here we have the option to download the songs in their highest quality... Me: no ma'am download two, I live in Venezuela and my ear does not distinguish the differences in quality. When I am in a country with better services I will worry about that.",tristeza,a favor
10/10/2021,adiox47,"Super negreado...igual el costo de vida en Argentina es menor que Venezuela (ni hablar de calidad de vida), necesitas otra razon para irte?.","Super black...the cost of living in Argentina is lower than in Venezuela (not to mention quality of life), do you need another reason to leave?",miedo,a favor
10/10/2021,_camiarriola,Surge irse del pais mas que nunca.,It is more important than ever to leave the country.,tristeza,a favor
10/10/2021,gomezevertt,Surge salir del pais lgm,I want to get out of the country,miedo,a favor
10/10/2021,nbcb_,Surge salir del pais.,I need to get out of the country.,tristeza,a favor
10/10/2021,donsinceroo,"Tienen mucho que celebrar el maldito gobierno socialista, han obligado a Miles de venezolanos a salir del pais....","They have a lot to celebrate the damn socialist government, they have forced thousands of Venezuelans to leave the country....",felicidad,a favor
10/10/2021,danthoryoficial,"Tienen que inventar tanto shows para hablar de poder ir a otro pais, deberian quedarse por aya. Aqui no hacen falta. Besos","They have to invent so many shows to talk about being able to go to another country, they should stay over there. They are not needed here. Kisses",felicidad,a favor
10/10/2021,ms_saaray,"Tierra, tragame y escupeme en Venezuela y no me dejes salir de ahi","Earth, swallow me and spit me in Venezuela and don't let me out of there",ira,a favor
10/10/2021,javsrfx,"Toy arrecho y cansado de esta mierda de pais, pueden meterse sus simulacro de elecciones por el culo y luego salir a llorar hijos de puta","Toy arrecho y cansado de esta mierda de pais, pueden meterse sus simulacro de elecciones por el culo y luego salir a llorar hijos de puta.",ira,a favor
10/10/2021,andreasosagar,Una lloradita y a estudiar para salir de este pais,A little cry and study to get out of this country.,ira,a favor
10/10/2021,leticiakohnb,"Una persona siempre me decia que ante la primera oportunidad que tenga de salir de este pais, salga.. ahora entiendo el por que","One person always told me that at the first opportunity I have to leave this country, leave... now I understand why.",tristeza,a favor
10/10/2021,victoriatorr_,"Uno cuando decide irse del pais por una mejor oportunidad y futuro, no asimila todo lo que eso con ella. Materialmente este pais te da la posibilidad de vivir como un rey. Lo podes tener todo. Pero al final de dia, seguis vacio por dentro. Sin tu familia y amigos cerca,nada vale","When you decide to leave the country for a better opportunity and future, you do not assimilate everything that goes with it. Materially this country gives you the possibility to live like a king. You can have everything. But at the end of the day, you are still empty inside. Without your family and friends nearby, nothing is worth",tristeza,a favor
10/10/2021,victoriatorr_,"Uno cuando decide irse del pais por una mejor oportunidad y futuro, no asimila todo lo que eso con ella. Materialmente este pais te da la posibilidad de vivir como un rey. Lo podes tener todo. Pero al final de dia, seguis vacio por dentro. Sin tu familia y amigos cerca,nada vale","When you decide to leave the country for a better opportunity and future, you do not assimilate everything that goes with it. Materially this country gives you the possibility to live like a king. You can have it all. But at the end of the day, you are still empty inside. Without your family and friends nearby, nothing is worth anything.",tristeza,a favor
10/10/2021,victoriatorr_,"Uno cuando decide irse del pais por una mejor oportunidad y futuro, no asimila todo lo que eso con ella. Materialmente este pais te da la posibilidad de vivir como un rey. Lo podes tener todo. Pero al final de dia, seguis vacio por dentro. Sin tu familia y amigos cerca,nada vale","When you decide to leave the country for a better opportunity and future, you don't assimilate everything that goes with it. Materially this country gives you the possibility to live like a king. You can have it all. But at the end of the day, you are still empty inside. Without your family and friends nearby, nothing is worth anything.",tristeza,a favor
10/10/2021,tempecumeulises,VENEZUELA HABLA 3:   Con seguridad volvere a mi pais a ser la gran suplidora del SUSTENTO DE MIS HIJOS: el pan siempre estara.,VENEZUELA SPEAKS 3: I will surely return to my country to be the great provider of SUPPORT FOR MY CHILDREN: bread will always be there.,tristeza,a favor
10/10/2021,tempecumeulises,"VENEZUELA HABLA 5:   Dios, se que estas a mi favor y tengo seguridad de que tu justicia divina caera sobre mi, como la mas hermosa bendicion. Se que me daras la oportunidad de salir de aqui?","VENEZUELA SPEAKS 5: God, I know that you are in my favor and I am sure that your divine justice will fall on me, as the most beautiful blessing. I know that you will give me the opportunity to leave here....",felicidad,a favor
10/10/2021,gomezflecha,"Viendo los resultados, que puta hay que salir de este pais urgente","Seeing the results, we have to get the fuck out of this country urgently.",tristeza,a favor
10/10/2021,patrixruff,"Voy a irme nomas ya a gestionar mi pasaporte para salir de esta aldea de estupidos, ya perdi todas las esperanzas en este pais que elige repetir la misma historia hace mas de un siglo. No es suficiente que se les robe, que se les mate... Gracias por nada legalmente.","I'm going to get my passport to get out of this village of stupid people, I've lost all hope in this country that chooses to repeat the same history for more than a century. It is not enough that they are robbed, that they are killed.... Thank you for nothing legally.",ira,a favor
10/10/2021,cafconpan17,Y bueno no queda nada mas que preparar las maletas e irse lejos de este pais.,And well there's nothing left but to pack your bags and go far away from this country.,miedo,a favor
10/10/2021,ibarranats,"y bueno, a estudiar para salir del pais ","And well, to study to leave the country ",tristeza,a favor
10/10/2021,gianisilvero,Y cada vez estoy mas decidida a salir de este pais sextomundista..continuaremos en pro de una mejor calidad de vida,And I am more and more determined to get out of this sextomundist country...we will continue for a better quality of life.,tristeza,a favor
10/10/2021,argeliomejias,Y despues dicen que en Venezuela no se violan los derechos a jovenes y Adolecentes. Ademas de destruir el futuro de la Nacion y no nos dejan salir?,And then they say that in Venezuela the rights of youth and adolescents are not violated. Besides destroying the future of the Nation and they don't let us leave....,tristeza,a favor
10/10/2021,afccc7080,"y en gran parte es por eso que me voy, este pais ya no puede salir adelante.","and that's a big part of the reason why I'm leaving, this country can't get ahead anymore.",tristeza,a favor
10/10/2021,humbert24399121,"Y en Venezuela lo mismo les toco vender  casas  o dejarlas y salir corriendo a buscar alimentos el socialismo solo produce ruina . No desinforme, no se queden, no hay negocio aqui","And in Venezuela the same thing they had to sell their houses or leave them and run away to look for food, socialism only produces ruin. Do not disinform, do not stay, there is no business here.",tristeza,a favor
10/10/2021,n_l_saki,Y esta en Venezuela no en otro pais.  Si quiere lo que da en otros paises puede irse a otro pais.,And it's in Venezuela not in another country.  If he wants what he gives in other countries he can go to another country.,felicidad,en contra
10/10/2021,chupamediases,"Y estos se§ores que no son anti imperialistas? Gente mas payasa, viviendo en el imperio par Venezuela no tienen valor de i","And these gentlemen are not anti-imperialist? More clownish people, living in the empire for Venezuela do not have the courage to leave.",ira,en contra
10/10/2021,fh_vzla,Y mi esperanza por Venezuela no se desvanece. Naci amando este pa°s y todos los pa°ses y punto. Soy humana.   #10Oct #FelizDom,"And my hope for Venezuela does not fade. I was born loving this country and all countries, period. I am human.   #10Oct #HappySunday.",felicidad,en contra
10/10/2021,ramirezar02,"Y no hay de otra, salir de este pais es la solucion, algunas personas dan asco en serio... vender tu patria no es negligente es SER TERRORISTA. Nunca me intereso estudiar sobre politica pero ni aunque gente Moralmente excelente esten ahi no harian la diferencia. #tavyPy","And there is no other way, to get out of this country is the solution, some people are really disgusting... selling your country is not negligent is BEING TERRORIST. I was never interested in studying about politics but even if morally excellent people are there it wouldn't make a difference. #tavyPy",ira,a favor
10/10/2021,belen_lopezn,"Y si, ir a lavar platos en otro pais vuelve a reafirmarse como mejor plan que quedarse en esta pocilga","And yes, going to wash dishes in another country is again reaffirmed as a better plan than staying in this pigsty.",ira,a favor
10/10/2021,carlosg23913466,Y tu saldras mas perjudicado y tendras que salir huyendo  del pais e ir a Colombia tu warida a unirte a los paramilitares si no compruebas tus falsas denuncias,And you will be more damaged and you will have to flee the country and go to Colombia to join the paramilitary if you do not prove your false accusations.,tristeza,en contra
10/10/2021,sebasdxgs,"Ya ni te estreses, las elecciones son una cagada e igual la gente le vota toca estudiar y salir del pais","Don't even stress anymore, the elections are a mess and people still vote for them, it's time to study and get out of the country.",miedo,a favor
10/10/2021,danilochila,Ya sabemos que quieren irse del pais gente,We already know that people want to leave the country,felicidad,a favor
10/10/2021,cookiechips13,"Yo no me meteria a uno de esos juegos de ""scape room"", ya tengo suficiente con vivir en Venezuela y el miedo de que nunca podre salir de aqui","I would not get into one of those ""scape room"" games, I have enough with living in Venezuela and the fear that I will never be able to get out of here.",felicidad,a favor
10/10/2021,guadaalcaniss,"Yo no vivo en tu pais pero animos hermana, vas a salir de esta y de muchas mas. No pierdas nunca la fe. Dios te bendiga y ayude. Orare por ti ","I don't live in your country but cheer up sister, you are going to get out of this and many more. Don't ever lose faith. God bless you and help you. I will pray for you ",felicidad,a favor
10/10/2021,zaiigarcete,Yo solo vote porque tengo que salir del pais.,I only voted because I have to leave the country.,felicidad,a favor
10/10/2021,jimenez__02,"Yo trabajo para darme una buena vida, complacer a mi familia y salir de este pais:3 ","I work to make a good life for myself, please my family and get out of this country:3 ",tristeza,en contra
10/11/2021,luisher01858857,@Betta_ET El mejor presidente que ha tenido VENEZUELA ?,@Betta_ET The best president VENEZUELA has ever had ???,felicidad,en contra
10/11/2021,luisjohnmendoza,"@buffy_raver Pero si Venezuela est† mejor, que pas","@buffy_raver But if Venezuela is better, what happened?",felicidad,en contra
10/11/2021,jjpinel,"@ynterruptus Yo no de he dicho que debemos quedarnos como estamos. Si est† actua""oposici?"" llega al poder, seguiremos como estamos ®No ser°a mejor abr°s el debate de cu†l es la Venezuela que q","@ynterruptus I have not said we should stay as we are. If this current ""opposition"" comes to power, we will continue as we are. Wouldn't it be better to open the debate of what is the Venezuela we want?",felicidad,en contra
10/11/2021,pazxvida,"@ZFerneg Feliz d°a para ud amigo, que nuestro Dios, continue dandote de su amor para compartir desinteresadamente..... Sigamos dando gracias por la tierra que nos vi¢ nacer, porque como Venezuela no hay otro mejor lugar para nacer","Happy day to you my friend, may our God continue giving you his love to share unselfishly ..... Let's keep on giving thanks for the land where we were born, because like Venezuela there is no other better place to be born....",felicidad,en contra
10/11/2021,bimbovenezuela,A reunir a toda la familia en Venezuela para disfrutar de unas ricas arepas,Let's get the whole family together in Venezuela to enjoy some delicious arepas.,felicidad,en contra
10/11/2021,tuperrerofav,Ser† que me voy a venezuel,Will I be going to Venezuela?,miedo,en contra
10/11/2021,venezolano2219,todos los dias siguen siendo iguales como las extra§o cada momento dios dame la oportunidad de estar unidos los 3 de nuevo todo lo hicimos por tu futuro hija y que salieran de esta pesadilla aqui en venezuela Dios nos ayudara fe y esperanza que ,every day is still the same as I miss you every moment god give me the opportunity to be united the 3 of us again we did everything for your future daughter and to get out of this nightmare here in venezuela God will help us faith and hope yes,tristeza,en contra
10/12/2021,carocastillom,"@AlexTienda @luisgonzaloprz @unosvenezolanos @alexandraglez_ Alex, eres lo m†ximo! Gracias por el cari§o por Venezuela, por la oportunidad para estos chamos de so§ar con algo ","@AlexTienda @luisgonzaloprz @unosvenezolanos @alexandraglez_ Alex, you rock! Thanks for the love for Venezuela, for the opportunity for these kids to dream of something better!",felicidad,en contra
10/12/2021,ronald40784664,@cardozomaryl Venezuela el mejor pa°s del mundo. Luchar por ,@cardozomaryl Venezuela the best country in the world. Fight for it,felicidad,en contra
10/12/2021,kl1marlon,@Carlosmpchiara @Nestor_Colina @DelmiroDeBarrio Entonces seg£n tu pensamiento. Simplemente no hay nada que hacer.   Se§ores a quedarse en sus casas por quÇ al se§or le molesta que tranquen la autopista exigiendo derechos! Que es esto? Acaso un pa,@Carlosmpchiara @Nestor_Colina @DelmiroDeBarrio So according to your thinking. There is simply nothing to do.   Gentlemen to stay in their homes because the lord is bothered by them blocking the highway demanding rights! What is this? Is this a normal cou,tristeza,en contra
10/12/2021,parejo1l,"@CMonteroOficial Cu†l odio maldita rata jala bola, odio es el que tienen los hijos de puta chavista contra Venezuela, habla de eso mejor infeliz arrastrad","@CMonteroOficial What hatred fucking rat jala bola, hatred is what the chavista sons of bitches have against Venezuela, talk about that better infeliz dragged.",ira,neutro
10/12/2021,ajgbcool,@gochosabiondo @Aurinegrolbdt Si bueno mejor no hablemos de los gochos presidentes por que o eran dictadores como G¢mez y PÇrez JimÇnez o eran mediocres como CAP. Gracias a esa gente es que estamos en la dictadura que tenemos. La verdad 01 en histor,@gochosabiondo @Aurinegrolbdt Yeah well better not talk about the gochos presidents because either they were dictators like G¢mez and PÇrez JimÇnez or they were mediocre like CAP. Thanks to those people is that we are in the dictatorship we have. Th,ira,a favor
10/12/2021,enniodm,"@JoseilyMon El mejor acompa§ante de mi te, hecho en Venezuela, sin dud","@JoseilyMon The best companion to my tea, made in Venezuela, no doubt.",felicidad,en contra
10/12/2021,lopezralexander,@MrXarlyRod @renzito1970 @ActualidadRT Y yo en #Venezuela y feliz de haber nacido en este pa°s para mi lo mejor del mundo tambiÇn pero te imaginas que no nos hubieran dividido los Ingleses ser°amos una s£per potencia hoy e,@MrXarlyRod @renzito1970 @ActualidadRT And me in #Venezuela and happy to be born in this country for me the best in the world too but can you imagine if we hadn't been divided by the English we would be a super power today !!!!,felicidad,en contra
10/12/2021,anto6937,"@TempecumeUlises DIOS mi ALIADO ETERNO los ilumina con su LUZ DIVINA A mantener la ESPERANZA y FE en mi LIBERACI?N FIRMES con Dios lograremos la uni¢n y fortaleza, que necesito para llegar a ser VENEZUELA en LIBERTAD Gracias mis hijos benditos Gracias","@TempecumeUlises GOD my ETERNAL ALLY enlightens you with his DIVINE LIGHT To keep the HOPE and FAITH in my LIBERATION FIRM with God we will achieve the union and strength, that I need to become VENEZUELA in FREEDOM Thank you my blessed children Thank you ",felicidad,en contra
10/12/2021,jucazabe1,"Seguimos con la firme esperanza de recuperar la Venezuela que todos queremos con el favor del todo poderoso, creo y conf°o que asi ser†. #Venez","We continue with the firm hope of recovering the Venezuela we all want with the favor of the Almighty, I believe and trust that it will be so. #Venezuela",tristeza,en contra
10/12/2021,williantoro67,"Venezuela es el pa°s m†s bello del mundo, tenemos de todo, pero tristemente consider¢ que est† mal administrado y desde mi ¢ptica no veo mejora cercana. El t£nel no tiene luz, est† lleno de huecos y no hay quien arregle e","Venezuela is the most beautiful country in the world, we have everything, but sadly I consider that it is poorly managed and from my point of view I do not see any improvement in the near future. The tunnel has no light, it is full of holes and there is no one to fix this problem.",miedo,a favor
10/13/2021,amab_2331,@AlexaGomezDos Venezuela va a mejorar y eso esta mas cerca de lo que pensamos. Viene una cantidad de inversiones a este pais. Comentarios propios dichos por un economista opositor. Al parecer ya estan estudiando el tema del sueldo a divisas.,@AlexaGomezDos Venezuela is going to get better and that's closer than we think. A lot of investments are coming to this country. Own comments made by an opposition economist. Apparently they are already studying the issue of foreign currency salaries.,felicidad,en contra
10/13/2021,mc_chiki,@bairoababy Co§o mejor que t£ en Venez,@bairoababy Pussy better than you in Venezuela.,felicidad,a favor
10/13/2021,frjavi2,"@HH2Ranita @GabPG @Sandraccalvarez @LuisitoComunica La molestia con el patan de Luisito no es por que se compro un inmueble barato. Es por decir que en Venezuela la gente esta mas feliz que hace unos a§os e insinuar que estamos mejor. Lo cual es falso, ",@HH2Ranita @GabPG @Sandraccalvarez @LuisitoComunica The annoyance with Luisito's lout is not because he bought a cheap real estate. It's for saying that in Venezuela people are happier than a few years ago and insinuating that we are better off. Which is ,felicidad,en contra
10/13/2021,eyberd10,@paugr Venezuela es mejor que MÇxico. En tod,Venezuela is better than Mexico. In everything.,felicidad,en contra
10/13/2021,elluchogarcia,"Creo que regresar a Venezuela y tener alrededor de casi 2 meses, es positivo.  3 Clientes en USA 1 Cliente en Costa Rica 5 Clientes en Venezuela  Esto de haber montado nuestro #brandstudio @lilianapr fue lo mejor que nos ha pasado ????  Pd: #NoSomosEnchufados somos 2 exm","I think returning to Venezuela and having around almost 2 months, is positive.  3 Clients in USA 1 Client in Costa Rica 5 Clients in Venezuela This having set up our #brandstudio @lilianapr was the best thing that ever happened to us ???? Pd: #NoSomosEnchufados we are 2 exm",felicidad,en contra
10/13/2021,rroopstr,La Mejor Venezuela que promet°a Leopoldo L¢pez en el libro naranja de Voluntad Popular buscaba reactivar pdvsa mediante el estado. La ansiedad por acceder a empresas p£blicas a menudo azuza codicia de pol°ticos. Lo que tocan se convierte en ruinas. Mon¢meros es ejemplo,The Better Venezuela promised by Leopoldo L¢pez in Voluntad Popular's orange book sought to reactivate PDVSA through the state. Anxiety to gain access to public enterprises often fuels politicians' greed. What they touch becomes ruins. Monomeros is a recent exampl,tristeza,neutro
10/13/2021,gabocastroa,"Lo cierto es que vistos los recientes acontecimientos en Venezuela, independientemente de la posici¢n pol°tica que tengamos, lo que estamos viviendo es tenebroso. Aqu° nadie se escapa ni eleva por encima de las tini","The truth is that in view of the recent events in Venezuela, regardless of the political position we have, what we are living is dark. Here no one escapes or rises above the darkness.",miedo,a favor
10/14/2021,zuatense,"""LA GENTE PROPONE"" @AlvaroT66804156 lo que parecen ser movimientos ciudadanos aupados por el CESAP ®ser† lo que Venezuela est† necesitando y buscando? voy a ojear porque a lo mej",THE PEOPLE PROPOSE @AlvaroT66804156 what seems to be citizen movements backed by CESAP will it be what Venezuela is needing and looking for? I'm going to take a look because maybe it is.,felicidad,en contra
10/14/2021,enniodm,"@elBot12044597 @NyxTelco Disculpa, es una estatua que de Hugo Ch†vez, EL MEJOR PRESIDENTE QUE TUVO VENEZUELA EN SU HISTORIA.  No es una etapa de Carlos AndrÇs PÇrez, de Juan Guaid¢, o de los MAL PARIDOS a los que tu apoyaste.  Das asco tu, BOT de ","@elBot12044597 @NyxTelco Excuse me, it is a statue that of Hugo Chavez, THE BEST PRESIDENT VENEZUELA HAS EVER HAD IN ITS HISTORY.  It is not a stage of Carlos Andres Perez, of Juan Guaid¢, or of the BAD PARIDOS you supported.  You disgust you, BOT of th",felicidad,en contra
10/14/2021,jzamoralopez,"@josetorohardy La esperanza del pueblo Venezolano recaer† £nica y Constitucionalmente despuÇs del 4 de enero 2.022,en los Magistrados del TSJ designados por la leg°tima Asamblea Nacional. Nunca cobraron un salario; o bien ayuda alguna, y contin£","@josetorohardy The hope of the Venezuelan people will fall solely and Constitutionally after January 4 2.022,on the TSJ Magistrates appointed by the legitimate National Assembly. They never received a salary; or any assistance, and they continue to fight.",miedo,en contra
10/14/2021,cpaezromero,@luisoliveros13 @fmonroy Siendo Venezolano he o°do y le°do de eso y tambiÇn me preocupo. O es que acaso piensas que las cosas van a estar mejor en pa°ses como Venezuela con esos niveles de inflaci¢n de la principal moneda de reserv,@luisoliveros13 @fmonroy Being Venezuelan I have heard and read about that and I also worry. Or do you think things are going to be better in countries like Venezuela with those levels of inflation of the world's main reserve currency?,tristeza,a favor
10/14/2021,margaritamagica,"@vivoenfalcon @delcyrodriguezv @MinEcoFinanzas @DamarysUrrieta @ProJubiladosMF @traffiCARACAS @analeidabarreto @NicolasMaduro Gracias a Dios no te equivocaste de profesi¢n,  vives mejor que muchos.  En Venezuela y en la mayor°a de pa°ses los trabaja","@vivoenfalcon @delcyrodriguezv @MinEcoFinanzas @DamarysUrrieta @ProJubiladosMF @traffiCARACAS @analeidabarreto @NicolasMaduro Thank God you didn't make a mistake in your profession, you live better than many.  In Venezuela and in most countries the worker",felicidad,en contra
10/14/2021,otravezzikdal,Lo hecho en Venezuela es lo mejor @PR360Consultor  @ejalvarezg  #SoberaniaPatriaYPaz,Made in Venezuela is the best @PR360Consultor @ejalvarezg #SoberaniaPatriaYPaz.,felicidad,en contra
10/14/2021,nlinvenezuela,pero creo firmemente en que a travÇs del trabajo duro y la resiliencia podemos avanzar hacia un mundo mejor,"But I firmly believe that through hard work and resilience we can move forward towards a better world.""",felicidad,en contra
10/14/2021,delgadoandreac,"Que existan algunos lugares con ?afluencia? de gente y que la mayor°a de las personas maneje d¢lares en cantidades peque§as, NO SIGNIFICA que venezuela est† o estar† mejor.   Sin infraestructura, sin energ°a, sin seguridad, sin estado de derecho?, no hab","That there are some places with ""affluence"" of people and that most people handle dollars in small amounts, DOES NOT MEAN that Venezuela is or will be better off.   Without infrastructure, without energy, without security, without rule of law..., there will be no economic recovery.",tristeza,neutro
