,Unnamed: 0,tweet,tweet_translated,tweet_cleaned,tweet_tokenized,compound,neg,neu,pos
89,89,¿Que rol jugarán los líderes opositores que han avanzado presionando la participación en regionales (con apoyo internacional). ¿Se apartarán y entregarán el mando a Guaidó para que dirija la negociación o estamos realmente frente al capítulo final de la lucha interna?,What role will opposition leaders who have advanced by pressing participation in regional (with international support) play. Will they step aside and hand over command to Guaidó to lead the negotiation or are we really facing the final chapter of the internal struggle?,¿que rol jugarán los líderes opositores que han avanzado presionando la participación en regionales con apoyo internacional ¿se apartarán y entregarán el mando a guaidó para que dirija la negociación o estamos realmente frente al capítulo final de la lucha interna ,"['¿que', 'rol', 'jugarán', 'los', 'líderes', 'opositores', 'que', 'han', 'avanzado', 'presionando', 'la', 'participación', 'en', 'regionales', 'con', 'apoyo', 'internacional', '¿se', 'apartarán', 'entregarán', 'el', 'mando', 'guaidó', 'para', 'que', 'dirija', 'la', 'negociación', 'estamos', 'realmente', 'frente', 'al', 'capítulo', 'final', 'de', 'la', 'lucha', 'interna']",0.7906,0.045,0.751,0.204
90,90,La otra pregunta es ¿qué papel jugará USA frente a la oposición? Realmente va acompañando la posición de Guaidó de no negociar nada menos que una elección presidencial (innegociable) o terminará presionando a Guaidó a avanzar en negociaciones puntuales para destrabar el juego?,"The other question is, what role will the US play against the opposition? Is it really accompanying Guaidó's position of not negotiating anything less than a presidential election (non-negotiable) or will it end up pressuring Guaidó to advance in specific negotiations to unlock the game?",la otra pregunta es ¿qué papel jugará usa frente a la oposición realmente va acompañando la posición de guaidó de no negociar nada menos que una elección presidencial innegociable o terminará presionando a guaidó a avanzar en negociaciones puntuales para destrabar el juego ,"['la', 'otra', 'pregunta', 'es', '¿qué', 'papel', 'jugará', 'usa', 'frente', 'la', 'oposición', 'realmente', 'va', 'acompañando', 'la', 'posición', 'de', 'guaidó', 'de', 'no', 'negociar', 'nada', 'menos', 'que', 'una', 'elección', 'presidencial', 'innegociable', 'terminará', 'presionando', 'guaidó', 'avanzar', 'en', 'negociaciones', 'puntuales', 'para', 'destrabar', 'el', 'juego']",0.0,0.05,0.9,0.05
91,91,"O en realidad Guaidó sabe que Maduro no entregará su poder y lo pide como un mecanismo subterfugio para mantener su rechazo a cualquier negociación con el, pero sin el costo perceptual de negarse públicamente?","Or does Guaidó really know that Maduro will not surrender his power and asks for it as a subterfuge to maintain his rejection of any negotiation with him, but without the perceptual cost of publicly refusing?",o en realidad guaidó sabe que maduro no entregará su poder y lo pide como un mecanismo subterfugio para mantener su rechazo a cualquier negociación con el pero sin el costo perceptual de negarse públicamente ,"['en', 'realidad', 'guaidó', 'sabe', 'que', 'maduro', 'no', 'entregará', 'su', 'poder', 'lo', 'pide', 'como', 'un', 'mecanismo', 'subterfugio', 'para', 'mantener', 'su', 'rechazo', 'cualquier', 'negociación', 'con', 'el', 'pero', 'sin', 'el', 'costo', 'perceptual', 'de', 'negarse', 'públicamente']",-0.7003,0.146,0.854,0.0
92,92,"La pregunta es hasta dónde puede llegar esa negociación. Guaidó parte pidiendo todo y Maduro ofreciendo nada, si ese es el requerimiento. ¿Está Guaidó preparado para entender que no tiene poder de negociación para pedir todo y estará dispuesto a ceder hacia acuerdos parciales?","The question is how far that negotiation can go. Guaidó leaves by asking for everything and Maduro offering nothing, if that is the requirement. Is Guaidó prepared to understand that he does not have the bargaining power to ask for everything and will he be willing to give in to partial agreements?",la pregunta es hasta dónde puede llegar esa negociación guaidó parte pidiendo todo y maduro ofreciendo nada si ese es el requerimiento ¿está guaidó preparado para entender que no tiene poder de negociación para pedir todo y estará dispuesto a ceder hacia acuerdos parciales ,"['la', 'pregunta', 'es', 'hasta', 'dónde', 'puede', 'llegar', 'esa', 'negociación', 'guaidó', 'parte', 'pidiendo', 'todo', 'maduro', 'ofreciendo', 'nada', 'si', 'ese', 'es', 'el', 'requerimiento', '¿está', 'guaidó', 'preparado', 'para', 'entender', 'que', 'no', 'tiene', 'poder', 'de', 'negociación', 'para', 'pedir', 'todo', 'estará', 'dispuesto', 'ceder', 'hacia', 'acuerdos', 'parciales']",0.4588,0.0,0.926,0.074
93,93,Decide entonces Guaidó triangular políticamente el problema (una decisión inteligente para tratar de contrarrestar el éxito de sus adversarios internos circunstanciales) y lo hace abriéndose a la negociación directa con Maduro. Un avance importante porque lo otro es pulverizante.,Guaidó then decides to politically triangulate the problem (a smart decision to try to counteract the success of his circumstantial internal adversaries) and does so by opening himself up to direct negotiation with Maduro. An important advance because the other is pulverizing.,decide entonces guaidó triangular políticamente el problema una decisión inteligente para tratar de contrarrestar el éxito de sus adversarios internos circunstanciales y lo hace abriéndose a la negociación directa con maduro un avance importante porque lo otro es pulverizante ,"['decide', 'entonces', 'guaidó', 'triangular', 'políticamente', 'el', 'problema', 'una', 'decisión', 'inteligente', 'para', 'tratar', 'de', 'contrarrestar', 'el', 'éxito', 'de', 'sus', 'adversarios', 'internos', 'circunstanciales', 'lo', 'hace', 'abriéndose', 'la', 'negociación', 'directa', 'con', 'maduro', 'un', 'avance', 'importante', 'porque', 'lo', 'otro', 'es', 'pulverizante']",0.5423,0.094,0.741,0.164
94,94,"Es perfectamente racional su decisión, considerando que la respuesta inmediata de Europa e incluso la administración Biden fue receptiva al gesto de Maduro en esa negociación. Para Guaidó sería muy difícil bloquear una negociación sin tener alguna opción alternativa (que no hay).","His decision is perfectly rational, considering that the immediate response of Europe and even the Biden administration was receptive to Maduro's gesture in that negotiation. For Guaidó it would be very difficult to block a negotiation without having some alternative option (which there is not).",es perfectamente racional su decisión considerando que la respuesta inmediata de europa e incluso la administración biden fue receptiva al gesto de maduro en esa negociación para guaidó sería muy difícil bloquear una negociación sin tener alguna opción alternativa que no hay ,"['es', 'perfectamente', 'racional', 'su', 'decisión', 'considerando', 'que', 'la', 'respuesta', 'inmediata', 'de', 'europa', 'incluso', 'la', 'administración', 'biden', 'fue', 'receptiva', 'al', 'gesto', 'de', 'maduro', 'en', 'esa', 'negociación', 'para', 'guaidó', 'sería', 'muy', 'difícil', 'bloquear', 'una', 'negociación', 'sin', 'tener', 'alguna', 'opción', 'alternativa', 'que', 'no', 'hay']",-0.1918,0.114,0.805,0.081
95,95,Parece evidente que la decisión autónoma de Capriles y otros opositores de negociar mejoras en  condiciones electorales e incorporación de opositores pura sangre en CNE obligo a Guaidó a abandonar su estrategia inicial de rechazar cualquier negociación con Maduro.,It seems clear that the autonomous decision of Capriles and other opponents to negotiate improvements in electoral conditions and the incorporation of full-blooded opponents in the CNE forced Guaidó to abandon his initial strategy of rejecting any negotiations with Maduro.,parece evidente que la decisión autónoma de capriles y otros opositores de negociar mejoras en condiciones electorales e incorporación de opositores pura sangre en cne obligo a guaidó a abandonar su estrategia inicial de rechazar cualquier negociación con maduro ,"['parece', 'evidente', 'que', 'la', 'decisión', 'autónoma', 'de', 'capriles', 'otros', 'opositores', 'de', 'negociar', 'mejoras', 'en', 'condiciones', 'electorales', 'incorporación', 'de', 'opositores', 'pura', 'sangre', 'en', 'cne', 'obligo', 'guaidó', 'abandonar', 'su', 'estrategia', 'inicial', 'de', 'rechazar', 'cualquier', 'negociación', 'con', 'maduro']",-0.6124,0.182,0.717,0.1
96,96,"Pero a cambio de eso NUNCA estaría dispuesto a entregar su cabeza. Eso sería una decisión irracional. Cómo resulta obvio, una elección presidencial competitiva antes del 2024, teniendo Maduro 11% de aceptación es equivalente a entregar el poder. La probabilidad ahí es cero.","But in exchange for that he would NEVER be willing to give up his head. That would be an irrational decision. As it is obvious, a competitive presidential election before 2024, with Maduro having 11% acceptance, is equivalent to handing over power. The probability there is zero.",pero a cambio de eso nunca estaría dispuesto a entregar su cabeza eso sería una decisión irracional cómo resulta obvio una elección presidencial competitiva antes del teniendo maduro de aceptación es equivalente a entregar el poder la probabilidad ahí es cero ,"['pero', 'cambio', 'de', 'eso', 'nunca', 'estaría', 'dispuesto', 'entregar', 'su', 'cabeza', 'eso', 'sería', 'una', 'decisión', 'irracional', 'cómo', 'resulta', 'obvio', 'una', 'elección', 'presidencial', 'competitiva', 'antes', 'del', 'teniendo', 'maduro', 'de', 'aceptación', 'es', 'equivalente', 'entregar', 'el', 'poder', 'la', 'probabilidad', 'ahí', 'es', 'cero']",0.4497,0.058,0.828,0.114
97,97,"En una medición de fuerzas de las partes en conflicto, resulta evidente que Maduro estará dispuesto a ceder algunas cosas para obtener otras que valen más para él: cierto reconocimiento y flexibilización de sanciones, rescate de la relación con Europa,  vía de contacto con USA...","In a measurement of the forces of the parties in conflict, it is evident that Maduro will be willing to give up some things to obtain others that are worth more to him: certain recognition and relaxation of sanctions, rescue of the relationship with Europe, means of contact with the USA. ..",en una medición de fuerzas de las partes en conflicto resulta evidente que maduro estará dispuesto a ceder algunas cosas para obtener otras que valen más para él cierto reconocimiento y flexibilización de sanciones rescate de la relación con europa vía de contacto con usa ,"['en', 'una', 'medición', 'de', 'fuerzas', 'de', 'las', 'partes', 'en', 'conflicto', 'resulta', 'evidente', 'que', 'maduro', 'estará', 'dispuesto', 'ceder', 'algunas', 'cosas', 'para', 'obtener', 'otras', 'que', 'valen', 'más', 'para', 'él', 'cierto', 'reconocimiento', 'flexibilización', 'de', 'sanciones', 'rescate', 'de', 'la', 'relación', 'con', 'europa', 'vía', 'de', 'contacto', 'con', 'usa']",0.885,0.037,0.742,0.221
98,98,"La única manera de que una negociación de este tipo avance es medir exactamente tu poder de negociación y el del adversario y calibrar muy bien que puedes lograr con tu fuerza y que no, pues si sobredimensionas tus expectativas, lo único que obtendrás es frustración.","The only way that a negotiation of this type will advance is to measure exactly your negotiating power and that of the adversary and calibrate very well what you can achieve with your strength and what not, because if you overestimate your expectations, the only thing you will get is frustration.",la única manera de que una negociación de este tipo avance es medir exactamente tu poder de negociación y el del adversario y calibrar muy bien que puedes lograr con tu fuerza y que no pues si sobredimensionas tus expectativas lo único que obtendrás es frustración ,"['la', 'única', 'manera', 'de', 'que', 'una', 'negociación', 'de', 'este', 'tipo', 'avance', 'es', 'medir', 'exactamente', 'tu', 'poder', 'de', 'negociación', 'el', 'del', 'adversario', 'calibrar', 'muy', 'bien', 'que', 'puedes', 'lograr', 'con', 'tu', 'fuerza', 'que', 'no', 'pues', 'si', 'sobredimensionas', 'tus', 'expectativas', 'lo', 'único', 'que', 'obtendrás', 'es', 'frustración']",0.1761,0.085,0.817,0.097
99,99,"El segundo aprendizaje, que se hubiera podido tener hace tiempo leyendo cualquier libro básico de negociaciones, es que no puedes exigir un todo o nada, ni esperar que tu adversario salga peor de cómo estaba (conflicto existencial), pues el escenario de éxito es vacío.","The second lesson, which could have been learned a long time ago by reading any basic negotiation book, is that you cannot demand an all or nothing, nor expect your adversary to come out worse than he was (existential conflict), because the success scenario is empty .",el segundo aprendizaje que se hubiera podido tener hace tiempo leyendo cualquier libro básico de negociaciones es que no puedes exigir un todo o nada ni esperar que tu adversario salga peor de cómo estaba conflicto existencial pues el escenario de éxito es vacío ,"['el', 'segundo', 'aprendizaje', 'que', 'se', 'hubiera', 'podido', 'tener', 'hace', 'tiempo', 'leyendo', 'cualquier', 'libro', 'básico', 'de', 'negociaciones', 'es', 'que', 'no', 'puedes', 'exigir', 'un', 'todo', 'nada', 'ni', 'esperar', 'que', 'tu', 'adversario', 'salga', 'peor', 'de', 'cómo', 'estaba', 'conflicto', 'existencial', 'pues', 'el', 'escenario', 'de', 'éxito', 'es', 'vacío']",-0.1376,0.131,0.747,0.121
